Selected,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
No,@ciudad_magazine Te la cobro Vila Manzano por haberse ido de Edenor y tambien de Moyano por querer ser presidente de Independiente jejejeje,2022-05-17 11:51:36,es,,1.0,0.0,@ciudad_magazine,laura rodriguez,,137.0,61.0,45.0,2.0,0.0,False,,,@lauraro12556310
No,"@javierota Pusiste tu mail ya deja de ser anónimo, además cada Pc o teléfono tiene un ip o imei, enserio piensan que somos tan pelotitas?
Y si vas a una casa, no tienen datos de quien habita? Si cruzan datos con AFIP, Anses, Edenor, Édesur, Metrogas, Personal, Movistar, Claro 👎🏽",2022-05-17 11:25:02,es,,0.0,0.0,@javierota,RANDY,,928.0,187.0,162.0,41.0,0.0,False,,,@randycotur
No,"A las 8:00, se registran 376 usuarios de EDESUR (0.01% del total) y 676 usuarios de EDENOR (0.02% del total) sin suministro eléctrico.",2022-05-17 11:02:03,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,@Edenor desde ayer que estoy sin luz para cuándo la cuadrilla???? 🤬🤬🤬,2022-05-17 10:25:56,es,AR,1.0,0.0,@Edenor,EDURNE,"I pensó: si aviu plou , dema fora bon día  DE MICA EN MICA",3178.0,4571.0,142.0,121.0,1.0,False,,,@deangel_alba
No,"Se va armando un sistema distorsivo, como todos vemos, porque el Estado que paga ese subsidio y que paga esa factura impaga de las distribuidoras termina cubriendo ese costo con emisión y se produce la inflación de la que se queja Edenor.",2022-05-17 10:17:51,es,,2.0,1.0,@Julioac13,Julioac13 (Cuenta Nueva),"De Viedma
Anti K Anti PJ Anti populismo
Simple y Sencillo",73066.0,103631.0,10121.0,11145.0,4.0,False,,,@Julioac13
No,"Pero acá el Estado, al hacerse cargo de ese costo de Edenor frente a CAMMESA, le cobra esto a los contribuyentes, a todos nosotros.",2022-05-17 10:17:37,es,,0.0,0.0,,Julioac13 (Cuenta Nueva),"De Viedma
Anti K Anti PJ Anti populismo
Simple y Sencillo",73066.0,103631.0,10121.0,11145.0,4.0,False,,,@Julioac13
No,"Lo paga el Tesoro. Es decir que este atraso no lo paga Edenor, lo pagan los contribuyentes. Carlos Pagni",2022-05-17 10:16:09,es,,1.0,0.0,@Julioac13,Julioac13 (Cuenta Nueva),"De Viedma
Anti K Anti PJ Anti populismo
Simple y Sencillo",73066.0,103631.0,10121.0,11145.0,4.0,False,,,@Julioac13
No,"Cristina Kirchner está enormemente preocupada por el tema de las tarifas, pero desde Edenor le contestaron con un gráfico que fue rescatado por LA NACION. Muestra lo que subió el combustible por los precios de YPF, empresa con un 51% de capital estatal, es decir, el Gobierno.",2022-05-17 10:13:44,es,,9.0,1.0,,Julioac13 (Cuenta Nueva),"De Viedma
Anti K Anti PJ Anti populismo
Simple y Sencillo",73066.0,103631.0,10121.0,11145.0,4.0,False,,,@Julioac13
No,@marianoig007 @Edenor 🤦,2022-05-17 10:08:35,und,,0.0,0.0,@marianoig007,bibita,No entiendo como todavía hay gente que defiende a los delincuentes que robaron y destruyeron la condición moral de nuestro país,33349.0,59686.0,4329.0,4354.0,4.0,False,,,@bibitamoro
No,"@Edenor  en tres de febrero, salguero y el gaucho un generador en la esquina que no genera nada! Que alguien me explique el motivo de tener toda la noche prendido algo que no sirve!!!! Hace rato problemas con la luz. Son un desastre!!",2022-05-17 10:04:38,es,,0.0,0.0,@Edenor,MeelFarias,,3.0,1.0,14.0,5.0,0.0,False,,,@MeeelFarias89
No,"A las 7:00, se registran 3.786 usuarios de EDESUR (0.15% del total) y 731 usuarios de EDENOR (0.02% del total) sin suministro eléctrico.",2022-05-17 10:02:04,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,"@Edenor Estoy hace 4 dias sin luz y nadie me soluciona el problema...se fundio el medidor, no te estoy pidiendo que me regales nada, solo tenes que cumplir con tu obligacion de darme un servicio medianamente decente.",2022-05-17 09:46:12,es,,0.0,0.0,@Edenor,Karloz Frostwolf,,21.0,14.0,49.0,9.0,0.0,False,,,@Rx7Dominic
No,"Se viene el frio y los burros de edenor quemaron la caldera del edificio, ta divino pa una duchita helada la concha de la loraa.",2022-05-17 09:10:56,es,,0.0,0.0,,Togasᛈ,ig: fogettoo 👈👈,19806.0,30319.0,35.0,233.0,0.0,False,,,@fckilmnts
No,"A las 5:55, se registran 3.693 usuarios de EDESUR (0.15% del total) y 752 usuarios de EDENOR (0.02% del total) sin suministro eléctrico.",2022-05-17 09:02:04,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,"A las 4:55, se registran 3.576 usuarios de EDESUR (0.14% del total) y 3.476 usuarios de EDENOR (0.11% del total) sin suministro eléctrico.",2022-05-17 08:02:05,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,"A las 3:55, se registran 6.359 usuarios de EDESUR (0.25% del total) y 967 usuarios de EDENOR (0.03% del total) sin suministro eléctrico.",2022-05-17 07:02:05,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,"A las 2:55, se registran 4.666 usuarios de EDESUR (0.18% del total) y 968 usuarios de EDENOR (0.03% del total) sin suministro eléctrico.",2022-05-17 06:02:06,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,"@infobae Te fuiste de América,  te ofrecieron EDENOR, estuviste dos meses ahí y volviste al trece. Q pretendes? Q te reciban c los brazos abiertos?",2022-05-17 05:54:05,es,,0.0,0.0,@infobae,Fox,,4239.0,1158.0,153.0,29.0,0.0,False,,,@jrca79
No,"A las 2:00, se registran 3.120 usuarios de EDESUR (0.12% del total) y 968 usuarios de EDENOR (0.03% del total) sin suministro eléctrico.",2022-05-17 05:02:05,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,Edenor la concha bien de tu madre,2022-05-17 04:38:06,es,,0.0,0.0,,. براين ايمانويل,"𝑳𝒆𝒗𝒂𝒏𝒕𝒂 𝒕𝒖𝒔 𝒎𝒂𝒏𝒐𝒔 𝒂𝒍 𝒄𝒊𝒆𝒍𝒐, 𝒏𝒖𝒏𝒄𝒂 𝒅𝒊𝒈𝒂𝒔 𝒂𝒅𝒊𝒐́𝒔 𝒔𝒊𝒏𝒐 𝒉𝒂𝒔𝒕𝒂 𝒍𝒖𝒆𝒈𝒐.",35028.0,18066.0,575.0,827.0,0.0,False,,,@BriaanEmmanuel
No,@JazminVillar @Edenor Nooo😱😱😱 re peligroso lpm. Que  empresa de mierda,2022-05-17 04:35:54,es,,1.0,0.0,@JazminVillar,Shinra Tensei✨,La Renga ♥,5554.0,3432.0,328.0,128.0,0.0,False,,,@shinratensei_m
No,@Edenor @JazminVillar Se me quemo la heladera y todo un sector de la casa sin luz tengo. Espero que se hagan responsables,2022-05-17 04:11:48,es,,2.0,1.0,@Edenor,Anahi Luciℓa 💚,✿Eleven sus mentes y dejen que el instinto fluya✿,24261.0,25458.0,656.0,774.0,5.0,False,,,@anahiilucila
No,"Me llega esta foto de mi hermana, qué quieren prender fuego el país desquiciados??? @Edenor https://t.co/H0te8vd2UY",2022-05-17 04:06:03,es,,1.0,0.0,@JazminVillar,Jazz♡,"Rock & Fútbol ✌

🎓 Estudiante de Abogacía UBA",12882.0,6627.0,611.0,830.0,2.0,False,,,@JazminVillar
No,"Edenor de Vila/Manzano y otros le toca la oreja al gobierno,  pero la otra cara es que Edenor no le paga al empresa estatal que provee servicio. Al final la pagamos todos https://t.co/wBHqhX1nE5",2022-05-17 04:05:07,es,,1.0,0.0,,🐸one,"La solidaridad no se puede imponer por ley, está mal cambiar el significado de las palabras y menos en una ley de la Nación, 20 de diciembre de 2019",60849.0,79885.0,1705.0,1101.0,23.0,False,,,@JFrogone
No,"Se empezaron a prender y a apagar todos los electrodomésticos en pleno Capital Federal a las 00.30 de la noche, venía y se iba la luz. De hecho sigo sin suministro. Me imagino que vas a reponer todos los dispositivos quemados, no @Edenor???",2022-05-17 04:04:07,es,,1.0,0.0,,Jazz♡,"Rock & Fútbol ✌

🎓 Estudiante de Abogacía UBA",12882.0,6627.0,611.0,830.0,2.0,False,,,@JazminVillar
No,"A las 1:00, se registran 4.347 usuarios de EDESUR (0.17% del total) y 1.051 usuarios de EDENOR (0.03% del total) sin suministro eléctrico.",2022-05-17 04:02:05,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,@LaCaaautiva Lau. Martes fui a edenor. En Chacarita.  A proyectos... por obra en edificio. Estando ahi..  se corto la luz... en edenor. Entendes? No es en joda... a ellos se les cortó. Estamos acabados.,2022-05-17 03:16:33,es,,1.0,0.0,@LaCaaautiva,Gaby #Peroniavirus,Sobreviviente a la era K. Atendedor de pelotudos part-time. Opinólogo. Inversiones-Inmobiliaria - Adm de Consorcios.Siempre con el masomenómetro cerca,56060.0,28451.0,550.0,2285.0,34.0,False,,,@delministerio
No,"@Laurys_chitara @Edenor @DNDConsumidor @cronica @telefenoticias @todonoticias Igual en Francisco Álvarez, donde la mayoría están colgados",2022-05-17 03:14:28,es,,0.0,0.0,@Laurys_chitara,titiriti,Argentina,9466.0,59678.0,42.0,170.0,0.0,False,,,@titiriti9
No,@ElCapivarack Edenor? Burgués,2022-05-17 03:14:13,es,,1.0,0.0,@ElCapivarack,Fd.,Fede.,30546.0,100276.0,898.0,822.0,3.0,False,,,@fscorza94
No,@fscorza94 La única luz que conozco es la de edenor,2022-05-17 03:11:05,es,,1.0,0.0,@fscorza94,Capivarack,"Cerati, tetas y tango",10192.0,61413.0,808.0,444.0,2.0,False,,,@ElCapivarack
No,"A las 23:55, se registran 4.364 usuarios de EDESUR (0.17% del total) y 4.700 usuarios de EDENOR (0.15% del total) sin suministro eléctrico.",2022-05-17 03:02:03,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,"@dzapatillas Hablando de luz (edenor), hace como 1 mes hice el reclamo por foco en mi vereda sin funcionar, todavia estoy esperando y como ya tengo un ""reclamo echo"", no puedo volver a reclamar",2022-05-17 02:59:05,es,,1.0,0.0,@dzapatillas,Chris Dominguez,"Ahora en: https://t.co/WJMyLSaEm3 / https://t.co/JjfLBGIxqz
Antes en: https://t.co/MGCKvsquGO / https://t.co/DJYWaDnguM",1642.0,627.0,72.0,90.0,0.0,False,,,@CuarzoDigital
No,#edenor #HDP,2022-05-17 02:46:24,und,,0.0,0.0,@MaricelMEme,Maricel Menini,Periodista. Productora de Radio y Tv. Nuestra empresa familiar: M. Menini Sepelios.,4111.0,9669.0,493.0,188.0,0.0,False,,,@MaricelMEme
No,"@Edenor Y LA RE CONCHA DE LA GUANACA!!!
Llegas de laburar todo el puto día, abrís la puerta del edificio y te encontrás con que no tenés luz.
SIEMPRE cortan la misma fase: de la que dependen el ascensor, la bomba de agua y @PersonalFlow_At
LA PUTA MADRE QUE LOS PARIÓ!!!
🤬🤬🤬",2022-05-17 02:39:14,es,,0.0,0.0,@Edenor,Maricel Menini,Periodista. Productora de Radio y Tv. Nuestra empresa familiar: M. Menini Sepelios.,4111.0,9669.0,493.0,188.0,0.0,False,,,@MaricelMEme
No,"@Edenor Edenor Y LA RE CONCHA DE LA GUANACA!!!
Llegas de laburar todo el puto día, abrís la puerta del edificio y te encontrás con que no tenés luz.
SIEMPRE cortan la misma fase: de la que dependen el ascensor, la bomba de agua y @PersonalFlow_At
LA PUTA MADRE QUE LOS PARIÓ!
🤬",2022-05-17 02:38:25,es,,0.0,0.0,@Edenor,Maricel Menini,Periodista. Productora de Radio y Tv. Nuestra empresa familiar: M. Menini Sepelios.,4111.0,9669.0,493.0,188.0,0.0,False,,,@MaricelMEme
No,Primer día de frío y @Edenor te deja sin luz. Peronismo que le dicen https://t.co/pEjhmRgLhz,2022-05-17 02:38:10,es,,0.0,0.0,,Dai Baldovi,"#ABOGADA - Administración de #RRHH - #Docente

Secretaria Gremial #Udocba #Merlo

Le Mat 🃏",5143.0,1715.0,345.0,225.0,2.0,False,,,@daianabaldovi
No,"@Edenor que sea 220V porfa ! #denuncie y juntada de vecinos @chetuta pronto carta documento , firma colectiva y denuncia pública ! A juntarse ! #reclamo más de un año así ! @dzapatillas https://t.co/avU2G3YYfm",2022-05-17 02:17:04,es,,2.0,0.0,@Edenor,prensaoffline,I #haveadream #tengounsueño plant fruit trees in streets #veredas como me podes ayudar? Dona un arbol de fruta.  Simple. #puroaltruismo. Ahora nuevo sueño. ..,60566.0,108496.0,4994.0,1394.0,29.0,False,,,@MMLPQTP
No,@Edenor no cumple con #contrato de entregar #220V ya se me quemo condensador bomba agua ! 185volts no alcanzan ni para estufas ! #respeten #repartan energía bien y sino #cartadocumento #tigre @ZamoraJulio @dzapatillas @GiselaLZamora #aysaigual . Sin presión,2022-05-17 02:13:21,es,,0.0,0.0,@Edenor,prensaoffline,I #haveadream #tengounsueño plant fruit trees in streets #veredas como me podes ayudar? Dona un arbol de fruta.  Simple. #puroaltruismo. Ahora nuevo sueño. ..,60566.0,108496.0,4994.0,1394.0,29.0,False,,,@MMLPQTP
No,@Edenor no hay tensión en verano. No hay tensión en otoño....¿cúando voy a tener 220v? ¿No es lo que corresponde? https://t.co/9MYg36mPFd,2022-05-17 02:07:35,es,,0.0,0.0,@Edenor,Gυʂƚαʋσ AʅႦιɳσ Rσɱҽɾσ,"Un periodista independiente, un escritor en su génesis, un soñador despierto, un ser humano como tantos otros...",7932.0,502.0,764.0,185.0,4.0,False,,,@chetuta
No,Qué caraj os pasa @Edenor?Dsde el sbado sin luz o baja tension me van a quemar todo lpm. Tengo q nebulizar a mi nena. Tiré todo lo del freezer. Que mierd@ pasa!!Hágnse cargo.para cobrar sos los 1eros.llamas o te mandan DM y t boludean. Manga de fo rros #Sinluz #nebulizar #frío,2022-05-17 02:07:05,es,,0.0,0.0,,GyGy,Ni pro ni contra digo lo que me parece según el momento,1819.0,3500.0,134.0,33.0,0.0,False,,,@GYgy_ok
No,@Edenor hdp 2 hs hace q no tengo luz..y encima quieren subir los impuestos??,2022-05-17 02:03:00,es,,0.0,0.0,@Edenor,Yamila,,257.0,602.0,85.0,5.0,0.0,False,,,@Yamilafantin
No,"A las 22:55, se registran 10.109 usuarios de EDESUR (0.40% del total) y 837 usuarios de EDENOR (0.03% del total) sin suministro eléctrico.",2022-05-17 02:02:04,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,@Edenor hdp estoy enferma con bronquitis y no me puedo nebulizar...si me pasa algo flor de juicio se van a comer,2022-05-17 02:01:56,es,,0.0,0.0,@Edenor,Yamila,,257.0,602.0,85.0,5.0,0.0,False,,,@Yamilafantin
No,"No quiero facilitarle esa información MIA a este #GobiernoCriminalCorruptoyMentiroso 
BTW: Edenor, Aysa y Metrogas no la tienen https://t.co/twsdNT8sqI",2022-05-17 01:54:03,es,,0.0,0.0,,🖐Gildo Lakra 💜🌱,"Un goi sionista.  RESPECT ISRAEL.
Para los déspotas vale más un periodista servil que un periodista muerto. 
DANI MENDEZ CON NOSOTROS",81609.0,28821.0,924.0,1021.0,2.0,False,,,@jesuismendez
No,Otra vez @Edenor ??? HARTA,2022-05-17 01:51:16,es,,1.0,0.0,,laura,Nunca no estoy cansada. me suspendieron en @martumarialaura x defender a jubilados con sus vacunas 🤦🏼‍♀️,6849.0,48205.0,264.0,142.0,0.0,False,,,@lauraretorn
No,"@Edenor EDENOR LA PUTA MADRE QUE TE PARIO, HACE 4 DIAS QUE CORTAS Y VOLVES A DAR LUZ, VOS ME VAS A PAGAR TODO LO QUE ME QUEMAS, HIJOS DE MIL PUTA",2022-05-17 01:48:18,es,,0.0,0.0,@Edenor,Milton,,699.0,4848.0,349.0,116.0,0.0,False,,,@MiltonWarriner
No,@diegoborinsky @Edenor Unos adelantados para que usen las velitas!,2022-05-17 01:47:44,es,,0.0,0.0,@diegoborinsky,Néstor 9/12/18,,2055.0,20723.0,113.0,59.0,0.0,False,,,@nestor_aguil
No,@Edenor @laleonina Mentira,2022-05-17 01:43:11,pt,,0.0,0.0,@Edenor,kalima,,548.0,1135.0,135.0,15.0,0.0,False,,,@kalimalasanta
No,"hace dos horas se cortó la luz, qué hago? me pego un tiro? @Edenor",2022-05-17 01:37:07,es,,0.0,0.0,,TEZERO🍥,"Spotify: Tezero  |  insta: galofreedman  | 
acá me quejo de la vida y del fútbol, salute grazie",16799.0,6327.0,544.0,638.0,2.0,False,,,@GaloFreedman
No,@marianoig007 @Edenor Amigo estimado… HAY QUE RECAUDAR!!! La diferencia es que estos meten TARIFAZOS … pero no lo dicen…!,2022-05-17 01:18:11,es,,4.0,0.0,@marianoig007,Beatriz Suarez,,48348.0,109723.0,2818.0,3220.0,1.0,False,,,@enebese
No,Prendí el aire en 30 y ya le estoy pidiendo refinanciación a edenor,2022-05-17 01:16:30,es,AR,0.0,0.0,,Alexia Aagaard,Serás lo que debas ser o tendrás hijes,622.0,35989.0,462.0,65.0,0.0,False,,,@alexia_aagaard
No,"@Edenor nos corto la fibra óptica mientras arreglaban el Posta pero eso no me detiene a programar. 
Ahora mismo enviando comandos por medio de API a los robots. https://t.co/xkh16zCBXw",2022-05-17 01:16:28,es,,0.0,0.0,@Agustimpre,Agus del 7.5%,Programador Node.js y React native.,3102.0,12411.0,424.0,860.0,2.0,False,,,@Agustimpre
No,@lucasmarcor Va a pagar una boleta de edenor,2022-05-17 01:15:50,es,,1.0,0.0,@lucasmarcor,Jelou Doli,Retuiteo muchísimo.,25742.0,44814.0,3464.0,263.0,2.0,False,,,@EyAnimal
No,@diegoborinsky @Edenor viva perón ! de terror son,2022-05-17 01:07:40,es,,0.0,0.0,@diegoborinsky,Sebastian Daireaux,,314.0,46.0,25.0,24.0,0.0,False,,,@elunodx
No,"A las 21:55, se registran 14.592 usuarios de EDESUR (0.58% del total) y 756 usuarios de EDENOR (0.02% del total) sin suministro eléctrico.",2022-05-17 01:02:05,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
No,"Mercurio retro pincho mi pava eléctrica, a las 6am la enchufamos, salto todo y no tuvimos luz hasta las 13 que los de edenor terminaron de arreglar jaja cual será la sorpresa de mañana",2022-05-17 00:31:09,es,AR,0.0,0.0,,ℭam🔮🐍,"💙Racing Club💙Grande Milito💙Licha💙//Que sepa el mundo que en marcha estoy, con mucho que ver y vivir//Slytherin 🐍
U.N.A Visuales, FD🎨👩🏽‍🏫
☀️=♈
🌙=♍
⬆️=♌",64684.0,142560.0,467.0,551.0,1.0,False,,,@CamuCarcova
No,@Edenor sin luz en Martínez hace dos horas !!!!! No dan respuesta !!,2022-05-17 00:28:32,es,,0.0,0.0,@Edenor,kalima,,548.0,1135.0,135.0,15.0,0.0,False,,,@kalimalasanta
No,Ajjajjaja ayer volvíamos re felices de la cancha con mi viejo cantando en la oscuridad “borombombom borombombom el que no salta es de edenor”,2022-05-17 00:28:26,es,,2.0,0.0,,Jujuu 🏁,"Juju,no Jujú // Twitteo partes de canciones que esté escuchando en ese momento y cosas que a nadie le importan",6153.0,11812.0,336.0,562.0,0.0,False,,,@arbelo_julieta
No,Hasta q no le prendamos fuego una camioneta no van a parar no @Edenor ??,2022-05-17 00:22:46,es,,5.0,0.0,,MORRISON,"""...o es pa' todos la cobija, o es pa' todos el invierno.""",6918.0,4915.0,1153.0,306.0,1.0,False,,,@SIEMPREMORRISON
No,@Edenor Y cómo sé mí número de cliente?,2022-05-17 00:02:50,es,,0.0,0.0,@Edenor,RexiQueen 👑 SKZ 👑,"✨STAY ✨
ENFP ✨",57603.0,41423.0,295.0,396.0,3.0,False,,,@_rexica
No,"A las 20:55, se registran 17.244 usuarios de EDESUR (0.68% del total) y 1.499 usuarios de EDENOR (0.05% del total) sin suministro eléctrico.",2022-05-17 00:02:06,es,,0.0,0.0,,Apagon Bot,Soy un bot que reporta la cantidad de usuarios sin suministro eléctrico en el AMBA. Me escribió @fedetiberti.,3194.0,0.0,2.0,1057.0,2.0,False,,,@ApagonBot
